model_id,boundary,backend,artifact_stage,status,reason,item_id,expectation,artifact_path,receipt_path,identity,evidence_origin,compiler_dispatch_allowed,runtime_artifact_available
yolo26m,full,tensorrt,full,HIT,compatible_receipt,orin_nx_hailo10_01/full,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26m-8f895feae71fe4d4/full/d1c6a922dd92f896c69e2f6767ea3ca23fac0e53e5ac69681965eb8a74cda897/fp16/full_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26m-8f895feae71fe4d4/full/d1c6a922dd92f896c69e2f6767ea3ca23fac0e53e5ac69681965eb8a74cda897/fp16/engine_build_receipt.json,ebb64b623ff4dba15cdad776e5fa08c8f746e0cf20da16419029c94924ec5cbd,,False,True
yolo26m,full,tensorrt,full,HIT,compatible_receipt,orin_nx_hailo8_01/full,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26m-8f895feae71fe4d4/full/d1c6a922dd92f896c69e2f6767ea3ca23fac0e53e5ac69681965eb8a74cda897/fp16/full_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26m-8f895feae71fe4d4/full/d1c6a922dd92f896c69e2f6767ea3ca23fac0e53e5ac69681965eb8a74cda897/fp16/engine_build_receipt.json,4506938e9e52b07a6b0bac773e35fc6d53a9e77a5857116b3fa475cf54c7a624,,False,True
yolo26s,b364,hailo8,part1,KNOWN_INFEASIBLE,exact_deterministic_outcome,b364:part1,unspecified,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolo26s/benchmark_set/legacy_suite/b364/hailo/hailo8/part1/compiled.hef,,8f837445f334da40a5aadb357c7266ea5f4836b16a264e799c1e48478b712e01,"{""coordinates"": {""boundary"": 364, ""hw_arch"": ""hailo8"", ""model"": ""yolo26s"", ""stage"": ""part1""}, ""immutable_attempt_sha256"": ""30bf22175282d0e97b0a69d1a032c9deb54d98e2e57853dec549267dc2954265"", ""kind"": ""external_review_of_v2_terminal_and_v3_request"", ""request"": ""models/yolo26s/benchmark_set/legacy_suite/_rejected_cases/b364/hailo/hailo8/part1/hailo_cache_miss.json"", ""request_sha256"": ""6c0341d25265af5135821d2e348e040dbf575f2b0fbaef98788d2280e236d644"", ""result"": ""models/yolo26s/benchmark_set/legacy_suite/_rejected_cases/b364/hailo/hailo8/part1/hailo_hef_build_result.json"", ""result_sha256"": ""f4e64a521d3cfa585f455a5c3b1fca6304018e1151470493cfb59d2639816bf1"", ""split_manifest"": ""models/yolo26s/benchmark_set/legacy_suite/_rejected_cases/b364/split_manifest.json"", ""split_manifest_sha256"": ""5cedbe0fb7cbfe3d005de78c9e9bf734a6333dd8a94160c6228a54d4a47cb142"", ""terminal"": ""models/yolo26s/benchmark_set/legacy_suite/_rejected_cases/b364/hailo/hailo8/part1/hailo_attempt_receipts/terminal_attempt.json"", ""terminal_sha256"": ""e0309d17aa44a4c34da0bb91ee43a9bba21c405a26763b145e1e772a67789af4""}",False,False
yolo26s,b364,hailo10h,part1,HIT,existing_hailo_receipt_valid,b364:part1,unspecified,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolo26s/benchmark_set/legacy_suite/b364/hailo/hailo10/part1/compiled.hef,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolo26s/benchmark_set/legacy_suite/b364/hailo/hailo10/part1/.hailo-generations/c8293eca6b0249f5b0a007bc71f85d22/hailo_hef_build_receipt.json,e8c82306c9773c6bcd8ae35206dbe66011749563ff0c01be170e05f06b407e59,,False,True
yolo26s,b364,deepx,part1,UNKNOWN,required_artifact_cache_probe_missing,b364:part1,unspecified,,,,,False,False
yolo26s,b364,tensorrt,part2,HIT,compatible_receipt,orin_nx_deepx_m1_01/b364,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/splits/b364/part2/a12d9f9d8e6c9bf9dd3ed444abecf2cfc3222a21f5d0144e69b1e4d25b0cad53/fp16/part2_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/splits/b364/part2/a12d9f9d8e6c9bf9dd3ed444abecf2cfc3222a21f5d0144e69b1e4d25b0cad53/fp16/engine_build_receipt.json,bb5eb1866e26df4c813f8b29c1eb8dc529fde5582b9b8cc4682f1e09016dd67e,,False,True
yolo26s,b364,tensorrt,part2,MISS,not_found,orin_nx_hailo10_01/b364,unspecified,,,,,True,False
yolo26s,b364,tensorrt,part2,HIT,compatible_receipt,orin_nx_hailo8_01/b364,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/splits/b364/part2/a12d9f9d8e6c9bf9dd3ed444abecf2cfc3222a21f5d0144e69b1e4d25b0cad53/fp16/part2_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/splits/b364/part2/a12d9f9d8e6c9bf9dd3ed444abecf2cfc3222a21f5d0144e69b1e4d25b0cad53/fp16/engine_build_receipt.json,07dcab76d7c7558bb32b0f0383d5efb89a4eaec3ce5898fd77c3bb0740df41f0,,False,True
yolo26s,full,hailo8,full,HIT,existing_hailo_receipt_valid,full,unspecified,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolo26s/benchmark_set/legacy_suite/hailo/hailo8/full/.hailo-generations/d937b4d1ec554d62b42120258992c6fa/compiled.hef,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolo26s/benchmark_set/legacy_suite/hailo/hailo8/full/.hailo-generations/d937b4d1ec554d62b42120258992c6fa/hailo_hef_build_receipt.json,4362e4c26a4011c366f2dcd40da474c7b4c79e6c76bf0ae6818914320b4304d6,,False,True
yolo26s,full,hailo10h,full,HIT,existing_hailo_receipt_valid,full,unspecified,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolo26s/benchmark_set/legacy_suite/hailo/hailo10/full/.hailo-generations/feecaacbd3b54477beee9c2940d2faee/compiled.hef,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolo26s/benchmark_set/legacy_suite/hailo/hailo10/full/.hailo-generations/feecaacbd3b54477beee9c2940d2faee/hailo_hef_build_receipt.json,89cf3da9363626952f8144e56f46e0deaf1ec4fb3cab245e92ed1aefe8cd8626,,False,True
yolo26s,full,deepx,full,HIT,artifact_identity_verified,full,unspecified,/home/kmika/Models/BackendArtifacts/deepx/deepx_m1_full_4b8ff9dce56ca705_958dacf708b58fc3/model.dxnn,,deepx_m1_full_4b8ff9dce56ca705_958dacf708b58fc3,,False,True
yolo26s,full,tensorrt,full,HIT,compatible_receipt,orin_nx_deepx_m1_01/full,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/full/4b8ff9dce56ca7058c53e1a08feca69a59f8504a8f2ef68c85c065ae837ce04a/fp16/full_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/full/4b8ff9dce56ca7058c53e1a08feca69a59f8504a8f2ef68c85c065ae837ce04a/fp16/engine_build_receipt.json,7683b39bd84e30f76e53ad6fd27a94aeabf1605ac953432b7413a8efce3c954b,,False,True
yolo26s,full,tensorrt,full,HIT,compatible_receipt,orin_nx_hailo10_01/full,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/full/4b8ff9dce56ca7058c53e1a08feca69a59f8504a8f2ef68c85c065ae837ce04a/fp16/full_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/full/4b8ff9dce56ca7058c53e1a08feca69a59f8504a8f2ef68c85c065ae837ce04a/fp16/engine_build_receipt.json,4723b3f8fff783604f132c99753fd65c319b2d6d7ebb9b066d54d7fe5cf0c6b2,,False,True
yolo26s,full,tensorrt,full,HIT,compatible_receipt,orin_nx_hailo8_01/full,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/full/4b8ff9dce56ca7058c53e1a08feca69a59f8504a8f2ef68c85c065ae837ce04a/fp16/full_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolo26s-9c1e24fdb8a6a251/full/4b8ff9dce56ca7058c53e1a08feca69a59f8504a8f2ef68c85c065ae837ce04a/fp16/engine_build_receipt.json,d6d27be7887d08fee3d5d47c793342283557bb5025e9a2867d7f1f9c5d4b282e,,False,True
yolov7_paper,b044,hailo8,part1,HIT,existing_hailo_receipt_valid,b044:part1,unspecified,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolov7_paper/benchmark_set/legacy_suite/b044/hailo/hailo8/part1/.hailo-generations/c2f7543219be417995738f3df8a86bd4/compiled.hef,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolov7_paper/benchmark_set/legacy_suite/b044/hailo/hailo8/part1/.hailo-generations/c2f7543219be417995738f3df8a86bd4/hailo_hef_build_receipt.json,00f34b3373f1a7cdb1434bed47a7065ad6103de38af724a002ef981dfb9b160d,,False,True
yolov7_paper,b044,hailo10h,part1,HIT,existing_hailo_receipt_valid,b044:part1,unspecified,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolov7_paper/benchmark_set/legacy_suite/b044/hailo/hailo10/part1/.hailo-generations/88ae11be1b48421db2be4bedde580a59/compiled.hef,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolov7_paper/benchmark_set/legacy_suite/b044/hailo/hailo10/part1/.hailo-generations/88ae11be1b48421db2be4bedde580a59/hailo_hef_build_receipt.json,e3f59593aa960f9dab52b12be942b7b2a6c80abfa81b5972c1e9631ba92f7ecb,,False,True
yolov7_paper,b044,deepx,part1,UNKNOWN,required_artifact_cache_probe_missing,b044:part1,unspecified,,,,,False,False
yolov7_paper,b044,tensorrt,part2,HIT,compatible_receipt,orin_nx_deepx_m1_01/b044,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolov7_paper-c098bef45c108b08/splits/b044/part2/bc2608913bb25062d5591d054bb16eae39987656c24d7d7bd63b7580f0162b1d/fp16/part2_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolov7_paper-c098bef45c108b08/splits/b044/part2/bc2608913bb25062d5591d054bb16eae39987656c24d7d7bd63b7580f0162b1d/fp16/engine_build_receipt.json,82b2da29793881176388b6fb08033324428b27e9d37de427ff773bc756492fc8,,False,True
yolov7_paper,b044,tensorrt,part2,MISS,source_onnx_mismatch,orin_nx_hailo10_01/b044,unspecified,,,,,True,False
yolov7_paper,b044,tensorrt,part2,MISS,source_onnx_mismatch,orin_nx_hailo8_01/b044,unspecified,,,,,True,False
yolov7_paper,full,hailo8,full,HIT,existing_hailo_receipt_valid,full,unspecified,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolov7_paper/benchmark_set/legacy_suite/hailo/hailo8/full/.hailo-generations/b8b175c79c1243c288061dbdd29c6137/compiled.hef,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolov7_paper/benchmark_set/legacy_suite/hailo/hailo8/full/.hailo-generations/b8b175c79c1243c288061dbdd29c6137/hailo_hef_build_receipt.json,3f09d3a67041d28b6d61fdb56db8d89684136024a110e4b4d932877858805f77,,False,True
yolov7_paper,full,hailo10h,full,HIT,existing_hailo_receipt_valid,full,unspecified,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolov7_paper/benchmark_set/legacy_suite/hailo/hailo10/full/.hailo-generations/5e86b84f21fa4d27bd1c162c5aa013aa/compiled.hef,/home/kmika/Models/EvaluationRuns/complete_set_20260907_161614/models/yolov7_paper/benchmark_set/legacy_suite/hailo/hailo10/full/.hailo-generations/5e86b84f21fa4d27bd1c162c5aa013aa/hailo_hef_build_receipt.json,ac5dc82edf2cc91c025e2ef006b6884ffd94d0d94fd8c665b70a125b8de71829,,False,True
yolov7_paper,full,deepx,full,HIT,artifact_identity_verified,full,unspecified,/home/kmika/Models/BackendArtifacts/deepx/deepx_m1_full_7a13e66f91047cce_958dacf708b58fc3/model.dxnn,,deepx_m1_full_7a13e66f91047cce_958dacf708b58fc3,,False,True
yolov7_paper,full,tensorrt,full,HIT,compatible_receipt,orin_nx_deepx_m1_01/full,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolov7_paper-c098bef45c108b08/full/7a13e66f91047cce0e251c05f64159646847e842af31d60441c63dcdfad7825d/fp16/full_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolov7_paper-c098bef45c108b08/full/7a13e66f91047cce0e251c05f64159646847e842af31d60441c63dcdfad7825d/fp16/engine_build_receipt.json,96dc21f5a88c412f61bcb6a604057638aced21424d1ffb0d745e132daf691a20,,False,True
yolov7_paper,full,tensorrt,full,HIT,compatible_receipt,orin_nx_hailo10_01/full,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolov7_paper-c098bef45c108b08/full/7a13e66f91047cce0e251c05f64159646847e842af31d60441c63dcdfad7825d/fp16/full_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolov7_paper-c098bef45c108b08/full/7a13e66f91047cce0e251c05f64159646847e842af31d60441c63dcdfad7825d/fp16/engine_build_receipt.json,e25fba08feab05d4912216ef1a310342f4ab3a4bb3b411500425b6935e1cda39,,False,True
yolov7_paper,full,tensorrt,full,HIT,compatible_receipt,orin_nx_hailo8_01/full,unspecified,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolov7_paper-c098bef45c108b08/full/7a13e66f91047cce0e251c05f64159646847e842af31d60441c63dcdfad7825d/fp16/full_fp16.engine,/home/nx/splitpoint_runs/_onnx_splitpoint_cache/tensorrt_managed_v27516/yolov7_paper-c098bef45c108b08/full/7a13e66f91047cce0e251c05f64159646847e842af31d60441c63dcdfad7825d/fp16/engine_build_receipt.json,cadf894562ba5d4306d9ef906f8a7a9e9fa5f405717e96e50b31683a1da958a9,,False,True
