model,backend,case,precision,execution_mode,setup_id,comparison_backend,task,runtime_status,fps,handoff_ms,semantic_status,semantic_ok,claim_ok,claim_ok_source,claim_structural_gate_pass,claim_structural_gate_reason,claim_ok_structural_clamped,quality_physical_evidence_conflict,quality_physical_evidence_conflict_fields,contract_consistent,structural_contract_pass,structural_contract_status,structural_contract_reason,numerical_similarity_pass,numerical_similarity_status,numerical_similarity_reason,numerical_similarity_scope,numerical_similarity_metric,numerical_similarity_policy_id,numerical_similarity_value,numerical_similarity_threshold,numerical_similarity_mean_iou,numerical_similarity_mean_iou_threshold,task_quality_pass,task_quality_status,task_quality_reason,source_e2e_scope,e2e_scope,e2e_claim_eligible,e2e_contract_reason,comparison_endpoint_stratum,measurement_concurrency,requires_host_decode_nms,postprocess_included,postprocess_location,host_postprocess_frozen,host_postprocessing_available,host_tail_available,host_postprocess_required,host_tail_required,host_postprocessing_evidence_status,host_postprocessing_evidence_source,host_postprocessing_legacy_alias_conflict,decoder_contract_pass,nms_ok,decoder_id,postprocess_completed_frames,postprocess_completion_verified,frozen_host_postprocess_contract,frozen_host_postprocess_contract_sha256,frozen_host_postprocess_result,stage,output_format,contract_family,contract_source,endpoint_contract_complete,endpoint_contract_hash,output_endpoint_attestation,accelerator_output_stage,accelerator_output_contract_family,accelerator_endpoint_contract_hash,accelerator_output_endpoint_attestation,output_endpoint_id,physical_output_endpoint_id,comparison_output_endpoint_id,output_endpoint_match,comparison_endpoint_match,output_endpoint_comparison_stratum,comparison_stratum_explicit,completed_task_stage,completed_task_contract_family,completed_task_endpoint_contract,completed_task_endpoint_contract_hash,completed_task_output_endpoint_id,completed_task_comparison_endpoint_contract,completed_task_comparison_endpoint_contract_hash,completed_task_comparison_output_endpoint_id,completed_task_completion_mode,completed_task_endpoint_attested,completed_task_endpoint_attestation,completed_task_endpoint_attestation_status,input_image,input_image_source,failure_reason,primary_failure_reason,primary_failure_source,aggregate_failure_reason,preparation_count_attempted,repetition_count_requested,repetition_count_attempted,repetition_count_valid
mobilenet_v3_large,deepx_to_trt,b135,float32_layout_fp16,native_split,orin_nx_deepx_m1_01,deepx,classification,ok,645.5476026731238,0.10998496204614638,claim_ok,True,True,True,True,endpoint_contract_complete,False,False,[],True,True,pass,endpoint_contract_complete,True,passed,classification_top1_self_reference_match,classification_top1_self_reference,top1_match,classification_top1_exact_v1,1.0,1.0,,,False,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,unavailable,full_task_pipeline,True,not_native_full,,,,False,,,False,False,False,False,not_required,explicit_host_postprocess_not_required,False,,,,0,False,,,,classification_logits,classification_logits,classification_logits,authoritative_suite_contract_plus_runtime_tensor:v4,True,3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,"{""attested"":true,""class_count"":1000,""declaration_source_contract_sha256"":""e21290ee6c73985db54a375ce1da2669714754a6a3a3f11c53709be0a9edbf52"",""declaration_source_contracts_sha256"":""5d54ec4332bccec9d83d7158337555a7f2cf2931ee20f391e420f8178fb0b44e"",""endpoint"":""classification_logits"",""endpoint_contract_hash"":""3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28"",""reason"":""single_finite_multiclass_tensor"",""schema"":""onnx-splitpoint/runtime-output-endpoint-attestation"",""schema_version"":3,""stage"":""classification_logits"",""status"":""passed""}",classification_logits,classification_logits,,"{""attested"":true,""class_count"":1000,""declaration_source_contract_sha256"":""e21290ee6c73985db54a375ce1da2669714754a6a3a3f11c53709be0a9edbf52"",""declaration_source_contracts_sha256"":""5d54ec4332bccec9d83d7158337555a7f2cf2931ee20f391e420f8178fb0b44e"",""endpoint"":""classification_logits"",""endpoint_contract_hash"":""3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28"",""reason"":""single_finite_multiclass_tensor"",""schema"":""onnx-splitpoint/runtime-output-endpoint-attestation"",""schema_version"":3,""stage"":""classification_logits"",""status"":""passed""}",classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,True,True,"[""mobilenet_v3_large"",""b135"",""native_split""]",True,,,,,,,,,,,,,/home/nx/native_fifo_evalsets/complete_set_20260907_161614/mobilenet_v3_large/benchmark_set/resources/validation/classification/val_by_wnid_n500_s20260710/images/n01443537/ILSVRC2012_val_00013623.JPEG,generic_validation_image_map,,,,,,3,3,3
regnet_x_1_6gf,deepx_to_trt,b132,float32_layout_fp16,native_split,orin_nx_deepx_m1_01,deepx,classification,ok,223.25914425699193,0.10883252352476121,claim_ok,True,True,True,True,endpoint_contract_complete,False,False,[],True,True,pass,endpoint_contract_complete,True,passed,classification_top1_self_reference_match,classification_top1_self_reference,top1_match,classification_top1_exact_v1,1.0,1.0,,,False,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin,unavailable,full_task_pipeline,True,not_native_full,,,,False,,,False,False,False,False,not_required,explicit_host_postprocess_not_required,False,,,,0,False,,,,classification_logits,classification_logits,classification_logits,authoritative_suite_contract_plus_runtime_tensor:v4,True,3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,"{""attested"":true,""class_count"":1000,""declaration_source_contract_sha256"":""3f6ee0b69c3747fee7300ad7644c36e259005aaba5cb6720ab61bfd65b958f55"",""declaration_source_contracts_sha256"":""f7db280b4c4e3c354571699f9704700c6c63f02ff54dbbdd15e29d2f2b85f545"",""endpoint"":""classification_logits"",""endpoint_contract_hash"":""3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28"",""reason"":""single_finite_multiclass_tensor"",""schema"":""onnx-splitpoint/runtime-output-endpoint-attestation"",""schema_version"":3,""stage"":""classification_logits"",""status"":""passed""}",classification_logits,classification_logits,,"{""attested"":true,""class_count"":1000,""declaration_source_contract_sha256"":""3f6ee0b69c3747fee7300ad7644c36e259005aaba5cb6720ab61bfd65b958f55"",""declaration_source_contracts_sha256"":""f7db280b4c4e3c354571699f9704700c6c63f02ff54dbbdd15e29d2f2b85f545"",""endpoint"":""classification_logits"",""endpoint_contract_hash"":""3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28"",""reason"":""single_finite_multiclass_tensor"",""schema"":""onnx-splitpoint/runtime-output-endpoint-attestation"",""schema_version"":3,""stage"":""classification_logits"",""status"":""passed""}",classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,True,True,"[""regnet_x_1_6gf"",""b132"",""native_split""]",True,,,,,,,,,,,,,/home/nx/native_fifo_evalsets/complete_set_20260907_161614/regnet_x_1_6gf/benchmark_set/resources/validation/classification/val_by_wnid_n500_s20260710/images/n01443537/ILSVRC2012_val_00013623.JPEG,generic_validation_image_map,,,,,,3,3,3
resnet50,deepx_to_trt,b119,float32_layout_fp16,native_split,orin_nx_deepx_m1_01,deepx,classification,ok,336.22718275076306,0.11225764834880829,claim_ok,True,True,True,True,endpoint_contract_complete,False,False,[],True,True,pass,endpoint_contract_complete,True,passed,classification_top1_self_reference_match,classification_top1_self_reference,top1_match,classification_top1_exact_v1,1.0,1.0,,,False,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,unavailable,full_task_pipeline,True,not_native_full,,,,False,,,False,False,False,False,not_required,explicit_host_postprocess_not_required,False,,,,0,False,,,,classification_logits,classification_logits,classification_logits,authoritative_suite_contract_plus_runtime_tensor:v4,True,3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,"{""attested"":true,""class_count"":1000,""declaration_source_contract_sha256"":""c268006842028389446cbe2236a760e12bab6a9e79fc71b1b9ef587a77fda046"",""declaration_source_contracts_sha256"":""c66c670168c9a041ba2ffe14cf8def6b62c080d2483791d52aa06448504730c2"",""endpoint"":""classification_logits"",""endpoint_contract_hash"":""3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28"",""reason"":""single_finite_multiclass_tensor"",""schema"":""onnx-splitpoint/runtime-output-endpoint-attestation"",""schema_version"":3,""stage"":""classification_logits"",""status"":""passed""}",classification_logits,classification_logits,,"{""attested"":true,""class_count"":1000,""declaration_source_contract_sha256"":""c268006842028389446cbe2236a760e12bab6a9e79fc71b1b9ef587a77fda046"",""declaration_source_contracts_sha256"":""c66c670168c9a041ba2ffe14cf8def6b62c080d2483791d52aa06448504730c2"",""endpoint"":""classification_logits"",""endpoint_contract_hash"":""3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28"",""reason"":""single_finite_multiclass_tensor"",""schema"":""onnx-splitpoint/runtime-output-endpoint-attestation"",""schema_version"":3,""stage"":""classification_logits"",""status"":""passed""}",classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,True,True,"[""resnet50"",""b119"",""native_split""]",True,,,,,,,,,,,,,/home/nx/native_fifo_evalsets/complete_set_20260907_161614/resnet50/benchmark_set/resources/validation/classification/val_by_wnid_n500_s20260710/images/n01443537/ILSVRC2012_val_00013623.JPEG,generic_validation_image_map,,,,,,3,3,3
yolo11l,deepx_to_trt,b062,float32_layout_fp16,native_split,,,detection,partial_repetitions,,,native_row_not_ok,,False,False,False,structural_contract_metric_missing,False,False,[],unavailable,unavailable,unavailable,structural_contract_metric_missing,unavailable,unavailable,numerical_similarity_metric_missing,legacy_semantic_alias,,legacy_semantic_alias_v1,,,,,unavailable,unavailable,task_quality_unavailable,,unavailable,,,,,,,,,,,,,unavailable,none,False,,,,,,,,,,,,,False,,{},,,,,,,,False,False,"[""yolo11l"",""b062"",""native_split""]",True,,,,,,,,,,,,,,,native_repetition_set_incomplete:missing_deepx_part1_artifact:/home/nx/native_fifo_evalsets/complete_set_20260907_161614/yolo11l/benchmark_set/b062/deepx/deepx_m1/part1/model.dxnn,,,native_repetition_set_incomplete:missing_deepx_part1_artifact:/home/nx/native_fifo_evalsets/complete_set_20260907_161614/yolo11l/benchmark_set/b062/deepx/deepx_m1/part1/model.dxnn,,1,1,0
yolo26m,deepx_to_trt,b398,float32_layout_fp16,native_split,,,detection,partial_repetitions,,,native_row_not_ok,,False,False,False,structural_contract_metric_missing,False,False,[],unavailable,unavailable,unavailable,structural_contract_metric_missing,unavailable,unavailable,numerical_similarity_metric_missing,legacy_semantic_alias,,legacy_semantic_alias_v1,,,,,unavailable,unavailable,task_quality_unavailable,,unavailable,,,,,,,,,,,,,unavailable,none,False,,,,,,,,,,,,,False,,{},,,,,,,,False,False,"[""yolo26m"",""b398"",""native_split""]",True,,,,,,,,,,,,,,,native_repetition_set_incomplete:missing_deepx_part1_artifact:/home/nx/native_fifo_evalsets/complete_set_20260907_161614/yolo26m/benchmark_set/b398/deepx/deepx_m1/part1/model.dxnn,,,native_repetition_set_incomplete:missing_deepx_part1_artifact:/home/nx/native_fifo_evalsets/complete_set_20260907_161614/yolo26m/benchmark_set/b398/deepx/deepx_m1/part1/model.dxnn,,1,1,0
yolo26s,deepx_to_trt,b364,float32_layout_fp16,native_split,,,detection,partial_repetitions,,,native_row_not_ok,,False,False,False,structural_contract_metric_missing,False,False,[],unavailable,unavailable,unavailable,structural_contract_metric_missing,unavailable,unavailable,numerical_similarity_metric_missing,legacy_semantic_alias,,legacy_semantic_alias_v1,,,,,unavailable,unavailable,task_quality_unavailable,,unavailable,,,,,,,,,,,,,unavailable,none,False,,,,,,,,,,,,,False,,{},,,,,,,,False,False,"[""yolo26s"",""b364"",""native_split""]",True,,,,,,,,,,,,,,,native_repetition_set_incomplete:missing_deepx_part1_artifact:/home/nx/native_fifo_evalsets/complete_set_20260907_161614/yolo26s/benchmark_set/b364/deepx/deepx_m1/part1/model.dxnn,,,native_repetition_set_incomplete:missing_deepx_part1_artifact:/home/nx/native_fifo_evalsets/complete_set_20260907_161614/yolo26s/benchmark_set/b364/deepx/deepx_m1/part1/model.dxnn,,1,1,0
