model,task,backend,case,execution_mode,setup_id,comparison_backend,direction,energy_repeat_valid_n,source_request_sha256,model_sha256,validation_dataset_sha256,validation_dataset_image_ids_sha256,validation_dataset_ground_truth_sha256,accuracy_gate_policy_sha256,task_quality_policy_sha256,runtime_quality_gate_policy_sha256,quality_contract_sha256,preprocessing_contract_sha256,decoder_contract_sha256,nms_contract_sha256,quality_provenance_complete,energy_repeat_requested_n,energy_repeat_observed_n,energy_repeat_status,energy_confidence_level,energy_total_j_mean,energy_total_j_sample_stddev,energy_total_j_ci_low,energy_total_j_ci_high,energy_per_work_j_mean,energy_per_work_j_sample_stddev,energy_per_work_j_ci_low,energy_per_work_j_ci_high,average_power_w_mean,average_power_w_ci_low,average_power_w_ci_high,candidate_energy_total_j_mean,candidate_energy_total_j_ci_low,candidate_energy_total_j_ci_high,candidate_energy_per_work_j_mean,candidate_energy_per_work_j_ci_low,candidate_energy_per_work_j_ci_high,energy_ab_requested,energy_ab_attempted_n,energy_ab_valid_n,energy_ab_status,ab_difference_direction,ab_energy_relative_percent_mean,ab_energy_relative_percent_ci_low,ab_energy_relative_percent_ci_high,ab_duration_relative_percent_mean,ab_duration_relative_percent_ci_low,ab_duration_relative_percent_ci_high,ab_power_relative_percent_mean,ab_power_relative_percent_ci_low,ab_power_relative_percent_ci_high,scientific_primary_method,scientific_primary_method_frozen,scientific_primary_contract_generation,scientific_shadow_method,scientific_shadow_role,scientific_shadow_energy_status,scientific_shadow_valid_run_count,scientific_shadow_affects_primary_claim,scientific_shadow_affects_primary_result,scientific_shadow_affects_final_gate,shadow_energy_total_j,shadow_energy_per_work_j,shadow_energy_total_j_mean,shadow_energy_total_j_ci_low,shadow_energy_total_j_ci_high,shadow_energy_per_work_j_mean,shadow_energy_per_work_j_ci_low,shadow_energy_per_work_j_ci_high,chapter4_legacy_shadow_energy_total_j,chapter4_legacy_shadow_energy_per_work_j,candidate_method,candidate_role,energy_aggregate_status,energy_aggregate_embedded,energy_aggregate_source_path,measurement_status,measurement_failure_reason,measurement_failure_category,energy_calibration_manifest,energy_calibration_sha256,energy_calibration_status,energy_calibration_required,energy_calibration_verified,external_calibration_status,external_calibration_verified,energy_calibrated_input_unsubtracted,primary_energy_input_verified,scientific_primary_energy_status,scientific_primary_claim_eligible,claim_eligible,claim_exclusion_reason,scientific_primary_energy_statistics,scientific_shadow_energy_statistics,chapter4_legacy_shadow_statistics,candidate_v263_shadow_statistics,window_method_comparison_statistics
resnet50,classification,native_full_hailo8,full,native_full_baseline,orin_nx_hailo8_01,hailo8,hailo8_to_trt,3,888432390eb3438a5244b7095f3635b9c836c24b526cb6d4cfc797658d5b8edb,cebd9d5879ddd304a18f51e559ab74fba5cbd1f610b9359321bc5228acbe4f50,64a7ef3bf55352bb39ef86f25fe73e6ff18a51ed1a02c8aca4940178f69e7b6c,71032a98e158ca71711a5567de5d46fbf04f05777baa940f74f3c39fdf0c083f,87775e86ef3bcf3ec1e0d0a79696bf2f58fa215d5320ce80167bb1f417c7a177,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,79ef1647bf24585dc9db2708cd063148bc0e60a8a3f6fa948c5da2ecb9642493,ea28cf5ac35bd4c9a3321ac97fd559f32fd7a661dc4a93c324fe3ffc54188fa9,,,True,3,3,complete,0.95,44.141513384940005,0.18977749003619182,43.684482390328895,44.598544379551115,0.35887409256048786,0.0015429064230584673,0.3551583934173081,0.3625897917036676,17.17483512924879,17.026634147930945,17.323036110566637,,,,,,,True,3,3,complete,legacy_minus_command_window,15.115260945561088,13.459682382257917,16.77083950886426,16.734383578353366,14.748294650175282,18.72047250653145,-1.3864763263492403,-1.7269919267287832,-1.0459607259696975,command_marker_window,True,v2.67_command_marker_primary,chapter4_legacy_window,same_trace_sensitivity_only,available,3,False,False,False,50.812769534912555,0.41311194743831353,50.812769534912555,50.56514549828437,51.060393571540736,0.41311194743831353,0.41109874388849094,0.4151251509881361,50.812769534912555,0.41311194743831353,candidate_v263,deprecated_alias_for_command_marker_primary,ok,True,/home/kmika/Models/EvaluationRuns/paper_comparison_resnet50_hailo8_full_native_energy_b500_20260827_105134/reports/native_energy_measurements/measurements/native_full_hailo8__resnet50__full__orin_nx_hailo8_01__59d5c1c9e949/plan_6544d12817564073aff492ac2e3dbae0/attempt_66ba41b82c054d82bde5969cfb0bc1ed/energy_aggregate.json,available,,,,,not_applicable_mb,False,False,not_required_non_full_system,False,True,True,available,False,False,screening_energy_policy_nonclaimable;native_accuracy_gate_inconclusive,"{""active_duration_s"":{""ci_half_width"":0.04449285827800218,""ci_high"":2.6146595249446687,""ci_low"":2.5256738083886647,""coefficient_of_variation_percent"":0.7188330956773765,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":2.5701666666666667,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.01847520861406804,""standard_error"":0.010666666666666677,""status"":""ok""},""avg_power_w"":{""ci_half_width"":0.14820098131784715,""ci_high"":17.323036110566637,""ci_low"":17.026634147930945,""coefficient_of_variation_percent"":0.3583088600810663,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":17.17483512924879,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.06153895597241387,""standard_error"":0.03552953279632168,""status"":""ok""},""energy_j"":{""ci_half_width"":0.45703099461110946,""ci_high"":44.598544379551115,""ci_low"":43.684482390328895,""coefficient_of_variation_percent"":0.4299297316365669,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":44.141513384940005,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.18977749003619182,""standard_error"":0.10956808495852688,""status"":""ok""},""energy_per_work_unit_j"":{""ci_half_width"":0.0037156991431797452,""ci_high"":0.3625897917036676,""ci_low"":0.3551583934173081,""coefficient_of_variation_percent"":0.42992973163656617,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":0.35887409256048786,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.0015429064230584673,""standard_error"":0.0008907974386872088,""status"":""ok""},""method"":""command_marker_window"",""scientific_role"":""primary""}","{""affects_final_gate"":false,""affects_primary_result"":false,""energy_j"":{""ci_half_width"":0.24762403662817922,""ci_high"":51.060393571540736,""ci_low"":50.56514549828437,""coefficient_of_variation_percent"":0.20235734700549834,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":50.812769534912555,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.10282337237086714,""standard_error"":0.059365101717305274,""status"":""ok""},""energy_per_work_unit_j"":{""ci_half_width"":0.002013203549822622,""ci_high"":0.4151251509881361,""ci_low"":0.41109874388849094,""coefficient_of_variation_percent"":0.20235734700550098,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":0.41311194743831353,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.000835962376998931,""standard_error"":0.00048264310339273225,""status"":""ok""},""method"":""chapter4_legacy_window"",""scientific_role"":""shadow_only""}","{""affects_final_gate"":false,""affects_primary_result"":false,""energy_j"":{""ci_half_width"":0.24762403662817922,""ci_high"":51.060393571540736,""ci_low"":50.56514549828437,""coefficient_of_variation_percent"":0.20235734700549834,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":50.812769534912555,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.10282337237086714,""standard_error"":0.059365101717305274,""status"":""ok""},""energy_per_work_unit_j"":{""ci_half_width"":0.002013203549822622,""ci_high"":0.4151251509881361,""ci_low"":0.41109874388849094,""coefficient_of_variation_percent"":0.20235734700550098,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":0.41311194743831353,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.000835962376998931,""standard_error"":0.00048264310339273225,""status"":""ok""},""method"":""chapter4_legacy_window"",""scientific_role"":""shadow_only""}",{},"{""agreement_decision"":""not_evaluated_no_frozen_tolerance"",""agreement_threshold"":null,""average_power_w"":{""absolute"":{""ci_half_width"":0.06053287077232063,""ci_high"":-0.1776496305056669,""ci_low"":-0.2987153720503082,""coefficient_of_variation_percent"":10.553109970608306,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-0.23818250127798754,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.02513566129061156,""standard_error"":0.014512080812393842,""status"":""ok""},""relative_percent"":{""ci_half_width"":0.3405156003795428,""ci_high"":-1.0459607259696975,""ci_low"":-1.7269919267287832,""coefficient_of_variation_percent"":10.198201757005716,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-1.3864763263492403,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.14139565307421653,""standard_error"":0.08163481836464186,""status"":""ok""},""symmetric_percent"":{""ci_half_width"":0.34532148360503334,""ci_high"":-1.0509015768337528,""ci_low"":-1.7415445440438195,""coefficient_of_variation_percent"":10.269938339725798,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-1.3962230604387862,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.1433912473920958,""standard_error"":0.08278697528126273,""status"":""ok""}},""diagnostic_only"":true,""difference_direction"":""legacy_minus_command_window"",""duration_s"":{""absolute"":{""ci_half_width"":0.04381420664340683,""ci_high"":0.473814206643407,""ci_low"":0.3861857933565933,""coefficient_of_variation_percent"":4.231024511316319,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":0.43000000000000016,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.018193405398660177,""standard_error"":0.010503967504392444,""status"":""ok""},""relative_percent"":{""ci_half_width"":1.986088928178085,""ci_high"":18.72047250653145,""ci_low"":14.748294650175282,""coefficient_of_variation_percent"":4.9281964956484146,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":16.734383578353366,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.8247033050767744,""standard_error"":0.47614267518764974,""status"":""ok""},""symmetric_percent"":{""ci_half_width"":1.694962148774479,""ci_high"":17.135473713729755,""ci_low"":13.745549416180799,""coefficient_of_variation_percent"":4.558241846858284,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":15.440511564955278,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.7038158595227842,""standard_error"":0.40634827595540735,""status"":""ok""}},""end_boundary"":{""milliseconds"":{""ci_half_width"":85.5210153358016,""ci_high"":441.18768200246825,""ci_low"":270.1456513308651,""coefficient_of_variation_percent"":9.98455533727417,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":355.6666666666667,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":35.5117351495718,""standard_error"":20.502709847995973,""status"":""ok""},""samples"":{""ci_half_width"":171.0420306716032,""ci_high"":882.3753640049365,""ci_low"":540.2913026617302,""coefficient_of_variation_percent"":9.98455533727417,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":711.3333333333334,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":71.0234702991436,""standard_error"":41.00541969599195,""status"":""ok""}},""energy_j"":{""absolute"":{""ci_half_width"":0.6649471112080512,""ci_high"":7.336203261180604,""ci_low"":6.006309038764501,""coefficient_of_variation_percent"":4.138838993939655,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":6.671256149972552,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.27611255092066134,""standard_error"":0.15941365560067808,""status"":""ok""},""ln_command_window_over_legacy"":{""ci_half_width"":0.014403872730014495,""ci_high"":-0.12634792453857582,""ci_low"":-0.15515566999860483,""coefficient_of_variation_percent"":4.249368272570742,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-0.14075179726859033,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.0059810622162045695,""standard_error"":0.003453167880565608,""status"":""ok""},""relative_percent"":{""ci_half_width"":1.6555785633031723,""ci_high"":16.77083950886426,""ci_low"":13.459682382257917,""coefficient_of_variation_percent"":4.548133354444289,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":15.115260945561088,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.687462224676355,""standard_error"":0.3969065004745926,""status"":""ok""},""symmetric_percent"":{""ci_half_width"":1.4334255596932417,""ci_high"":15.485331425617211,""ci_low"":12.618480306230726,""coefficient_of_variation_percent"":4.23583424470726,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":14.051905865923969,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.5952154407028357,""standard_error"":0.34364779491560393,""status"":""ok""}},""start_boundary"":{""milliseconds"":{""ci_half_width"":119.81077245052606,""ci_high"":45.47743911719273,""ci_low"":-194.1441057838594,""coefficient_of_variation_percent"":66.92853279792902,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-74.33333333333333,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":49.7502093797939,""standard_error"":28.723296777664256,""status"":""ok""},""samples"":{""ci_half_width"":239.62154490105212,""ci_high"":90.95487823438546,""ci_low"":-388.2882115677188,""coefficient_of_variation_percent"":66.92853279792902,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-148.66666666666666,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":99.5004187595878,""standard_error"":57.44659355532851,""status"":""ok""}}}"
resnet50,classification,native_full_tensorrt,full,native_full_baseline,orin_nx_hailo8_01,hailo8,hailo8_to_trt,3,8dfc75a1730604f8159de7a3f45f0c80337174ef704d07236d92d14a46bbfb0f,cebd9d5879ddd304a18f51e559ab74fba5cbd1f610b9359321bc5228acbe4f50,64a7ef3bf55352bb39ef86f25fe73e6ff18a51ed1a02c8aca4940178f69e7b6c,71032a98e158ca71711a5567de5d46fbf04f05777baa940f74f3c39fdf0c083f,87775e86ef3bcf3ec1e0d0a79696bf2f58fa215d5320ce80167bb1f417c7a177,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,79ef1647bf24585dc9db2708cd063148bc0e60a8a3f6fa948c5da2ecb9642493,ea28cf5ac35bd4c9a3321ac97fd559f32fd7a661dc4a93c324fe3ffc54188fa9,,,True,3,3,complete,0.95,59.01272545072285,0.19737183843523168,58.53740539242155,59.48804550902415,0.1026314710313112,0.0004692403024105481,0.10150142466974635,0.10376151739287606,23.15332116908608,22.897116429944298,23.409525908227863,,,,,,,True,3,3,complete,legacy_minus_command_window,11.899875804692476,10.586348650423293,13.213402958961659,17.724666617329852,15.661009026826243,19.788324207833462,-4.946692882617967,-5.511081238477682,-4.382304526758252,command_marker_window,True,v2.67_command_marker_primary,chapter4_legacy_window,same_trace_sensitivity_only,available,3,False,False,False,66.03450351188549,0.11484287304891654,66.03450351188549,65.68666674001393,66.38234028375705,0.11484287304891654,0.11441041718727565,0.11527532891055742,66.03450351188549,0.11484287304891654,candidate_v263,deprecated_alias_for_command_marker_primary,ok,True,/home/kmika/Models/EvaluationRuns/paper_comparison_resnet50_hailo8_full_native_energy_b500_20260827_105134/reports/native_energy_measurements/measurements/native_full_tensorrt__resnet50__full__orin_nx_hailo8_01__0868aff8bd8f/plan_6544d12817564073aff492ac2e3dbae0/attempt_65f9ce5f5680467fbfe4805bf8a0f82b/energy_aggregate.json,available,,,,,not_applicable_mb,False,False,not_required_non_full_system,False,True,True,available,False,False,screening_energy_policy_nonclaimable;native_quality_claim_result_not_verified,"{""active_duration_s"":{""ci_half_width"":0.04449285827800218,""ci_high"":2.593326191611335,""ci_low"":2.504340475055331,""coefficient_of_variation_percent"":0.7248496154084108,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":2.548833333333333,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.01847520861406804,""standard_error"":0.010666666666666677,""status"":""ok""},""avg_power_w"":{""ci_half_width"":0.2562047391417837,""ci_high"":23.409525908227863,""ci_low"":22.897116429944298,""coefficient_of_variation_percent"":0.4594866601472698,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":23.15332116908608,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.10638642215300444,""standard_error"":0.06142222946815828,""status"":""ok""},""energy_j"":{""ci_half_width"":0.47532005830130036,""ci_high"":59.48804550902415,""ci_low"":58.53740539242155,""coefficient_of_variation_percent"":0.33445640228909995,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":59.01272545072285,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.19737183843523168,""standard_error"":0.11395268405103234,""status"":""ok""},""energy_per_work_unit_j"":{""ci_half_width"":0.001130046361564863,""ci_high"":0.10376151739287606,""ci_low"":0.10150142466974635,""coefficient_of_variation_percent"":0.4572089805352107,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":0.1026314710313112,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.0004692403024105481,""standard_error"":0.00027091601491135135,""status"":""ok""},""method"":""command_marker_window"",""scientific_role"":""primary""}","{""affects_final_gate"":false,""affects_primary_result"":false,""energy_j"":{""ci_half_width"":0.3478367718715612,""ci_high"":66.38234028375705,""ci_low"":65.68666674001393,""coefficient_of_variation_percent"":0.21872761613898603,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":66.03450351188549,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.14443569536076215,""standard_error"":0.0833899875971268,""status"":""ok""},""energy_per_work_unit_j"":{""ci_half_width"":0.0004324558616408835,""ci_high"":0.11527532891055742,""ci_low"":0.11441041718727565,""coefficient_of_variation_percent"":0.15636400439090006,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":0.11484287304891654,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.00017957291505684363,""standard_error"":0.00010367647084723448,""status"":""ok""},""method"":""chapter4_legacy_window"",""scientific_role"":""shadow_only""}","{""affects_final_gate"":false,""affects_primary_result"":false,""energy_j"":{""ci_half_width"":0.3478367718715612,""ci_high"":66.38234028375705,""ci_low"":65.68666674001393,""coefficient_of_variation_percent"":0.21872761613898603,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":66.03450351188549,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.14443569536076215,""standard_error"":0.0833899875971268,""status"":""ok""},""energy_per_work_unit_j"":{""ci_half_width"":0.0004324558616408835,""ci_high"":0.11527532891055742,""ci_low"":0.11441041718727565,""coefficient_of_variation_percent"":0.15636400439090006,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":0.11484287304891654,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.00017957291505684363,""standard_error"":0.00010367647084723448,""status"":""ok""},""method"":""chapter4_legacy_window"",""scientific_role"":""shadow_only""}",{},"{""agreement_decision"":""not_evaluated_no_frozen_tolerance"",""agreement_threshold"":null,""average_power_w"":{""absolute"":{""ci_half_width"":0.14346635211452027,""ci_high"":-1.0020216185428052,""ci_low"":-1.2889543227718459,""coefficient_of_variation_percent"":5.200661263263402,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-1.1454879706573255,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.05957294916531758,""standard_error"":0.034394458237016,""status"":""ok""},""relative_percent"":{""ci_half_width"":0.5643883558597148,""ci_high"":-4.382304526758252,""ci_low"":-5.511081238477682,""coefficient_of_variation_percent"":4.737640927970997,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-4.946692882617967,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.2343565465879371,""standard_error"":0.13530581525889657,""status"":""ok""},""symmetric_percent"":{""ci_half_width"":0.5937211260210024,""ci_high"":-4.478620940186409,""ci_low"":-5.666063192228413,""coefficient_of_variation_percent"":4.86041120630721,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-5.072342066207411,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.24653668220817967,""standard_error"":0.14233801983800975,""status"":""ok""}},""diagnostic_only"":true,""difference_direction"":""legacy_minus_command_window"",""duration_s"":{""absolute"":{""ci_half_width"":0.04449285827800218,""ci_high"":0.49615952494466914,""ci_low"":0.40717380838866474,""coefficient_of_variation_percent"":4.090452091675578,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":0.45166666666666694,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.01847520861406804,""standard_error"":0.010666666666666677,""status"":""ok""},""relative_percent"":{""ci_half_width"":2.06365759050361,""ci_high"":19.788324207833462,""ci_low"":15.661009026826243,""coefficient_of_variation_percent"":4.834578413855333,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":17.724666617329852,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.8569129062092512,""standard_error"":0.49473889707197577,""status"":""ok""},""symmetric_percent"":{""ci_half_width"":1.7374051429888067,""ci_high"":18.01723800607606,""ci_low"":14.542427720098447,""coefficient_of_variation_percent"":4.431494407345508,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":16.279832863087254,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.7214398828529077,""standard_error"":0.41652351056925835,""status"":""ok""}},""end_boundary"":{""milliseconds"":{""ci_half_width"":44.49285827800214,""ci_high"":571.6595249446688,""ci_low"":482.6738083886645,""coefficient_of_variation_percent"":3.5046238281507476,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":527.1666666666666,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":18.475208614068023,""standard_error"":10.666666666666666,""status"":""ok""},""samples"":{""ci_half_width"":88.98571655600428,""ci_high"":1143.3190498893375,""ci_low"":965.347616777329,""coefficient_of_variation_percent"":3.5046238281507476,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":1054.3333333333333,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":36.95041722813605,""standard_error"":21.333333333333332,""status"":""ok""}},""energy_j"":{""absolute"":{""ci_half_width"":0.722038088565687,""ci_high"":7.743816149728326,""ci_low"":6.299739972596953,""coefficient_of_variation_percent"":4.269844450099672,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":7.02177806116264,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.29981900084286933,""standard_error"":0.17310058084479527,""status"":""ok""},""ln_command_window_over_legacy"":{""ci_half_width"":0.011722706059596402,""ci_high"":-0.10070370805014613,""ci_low"":-0.12414912016933892,""coefficient_of_variation_percent"":4.3297075331358155,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":-0.11242641410974252,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.004867734920943989,""standard_error"":0.002810388066950754,""status"":""ok""},""relative_percent"":{""ci_half_width"":1.3135271542691827,""ci_high"":13.213402958961659,""ci_low"":10.586348650423293,""coefficient_of_variation_percent"":4.583483488151781,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":11.899875804692476,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.5454288426186485,""standard_error"":0.31490348910966276,""status"":""ok""},""symmetric_percent"":{""ci_half_width"":1.1684836369180094,""ci_high"":12.399253468696052,""ci_low"":10.062286194860032,""coefficient_of_variation_percent"":4.320282570435989,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":11.230769831778042,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.48520099156808993,""standard_error"":0.2801309230929101,""status"":""ok""}},""start_boundary"":{""milliseconds"":{""ci_half_width"":0.0,""ci_high"":75.5,""ci_low"":75.5,""coefficient_of_variation_percent"":0.0,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":75.5,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.0,""standard_error"":0.0,""status"":""ok""},""samples"":{""ci_half_width"":0.0,""ci_high"":151.0,""ci_low"":151.0,""coefficient_of_variation_percent"":0.0,""confidence_level"":0.95,""critical_value"":4.171205463562701,""degrees_of_freedom"":2,""mean"":151.0,""method"":""student_t_two_sided"",""n"":3,""sample_stddev"":0.0,""standard_error"":0.0,""status"":""ok""}}}"
