model_id,model,task,stage,output_format,contract_family,contract_source,endpoint_contract_complete,endpoint_contract_hash,output_endpoint_attestation,accelerator_output_stage,accelerator_output_contract_family,accelerator_endpoint_contract_hash,accelerator_output_endpoint_attestation,case_id,case,backend,variant,execution_mode,runner_regime,setup_id,comparison_backend,precision,runtime_precision_identity,direction,runtime_status,runtime_executable,native_measured_throughput_fps,throughput_fps,native_measured_fps_source,fps_median,fps_ci95_low,fps_ci95_high,repetition_count_requested,repetition_count_attempted,repetition_count_valid,repetition_status,repetition_aggregation,repetition_runtime_scope,repetition_independence_verified,performance_statistic,best_of_used,latency_ms,latency_mean_ms,latency_median_ms,latency_ci95_low_ms,latency_ci95_high_ms,latency_p50_ms,latency_p95_ms,latency_semantics,completion_interval_mean_ms,native_measured_cycle_ms,pipeline_cycle_selected_ms,throughput_primary_fps,native_theoretical_cycle_ms,native_theoretical_cycle_rate_fps,native_theoretical_cycle_source,handoff_ms,semantic_status,semantic_ok,contract_consistent,structural_contract_pass,structural_contract_status,structural_contract_reason,numerical_similarity_pass,numerical_similarity_status,numerical_similarity_reason,numerical_similarity_scope,numerical_similarity_metric,numerical_similarity_value,numerical_similarity_threshold,numerical_similarity_mean_iou,numerical_similarity_mean_iou_threshold,numerical_similarity_policy_id,task_quality_pass,task_quality_status,task_quality_reason,output_endpoint_id,physical_output_endpoint_id,comparison_output_endpoint_id,output_endpoint_match,comparison_endpoint_match,output_endpoint_comparison_stratum,comparison_stratum_explicit,source_e2e_scope,e2e_scope,e2e_claim_eligible,e2e_contract_reason,comparison_endpoint_stratum,measurement_concurrency,requires_host_decode_nms,postprocess_included,postprocess_location,host_postprocess_frozen,host_postprocess_required,host_postprocessing_available,host_postprocessing_evidence_status,host_postprocessing_evidence_source,host_postprocessing_legacy_alias_conflict,decoder_contract_pass,nms_ok,decoder_id,host_tail_required,host_tail_available,postprocess_completed_frames,postprocess_completion_verified,frozen_host_postprocess_contract,frozen_host_postprocess_contract_sha256,frozen_host_postprocess_result,completed_task_stage,completed_task_contract_family,completed_task_endpoint_contract,completed_task_endpoint_contract_hash,completed_task_output_endpoint_id,completed_task_comparison_endpoint_contract,completed_task_comparison_endpoint_contract_hash,completed_task_comparison_output_endpoint_id,completed_task_completion_mode,completed_task_endpoint_attested,completed_task_endpoint_attestation,completed_task_endpoint_attestation_status,runtime_precision_explicit,precision_quality_verified,precision_quality_binding_verified,task_quality_observation_valid,quality_claim_result_verified,quality_central_evidence_verified,quality_accuracy_gate_pass,quality_eligible_for_ranking,quality_gate_status,quality_accuracy_gate_reason,quality_ranking_exclusion_reason,repeat_claim_gate_pass,performance_contract_eligible,performance_claim_exclusion_reasons,claim_ok_source,claim_input_source,claim_structural_gate_pass,claim_structural_gate_reason,claim_ok_structural_clamped,quality_physical_evidence_conflict,quality_physical_evidence_conflict_fields,input_image,input_image_source,failure_reason,expected_matrix_row,observation_tier,source_kind,source_path,claim_eligible,performance_eligible,ranking_eligible,ranking_eligibility_status,ranking_exclusion_reasons,energy_eligible,eligibility_status,exclusion_reason
resnet50,resnet50,classification,classification_logits,classification_logits,classification_logits,authoritative_suite_contract_plus_runtime_tensor:v4,True,3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,"{""attested"":true,""class_count"":1000,""declaration_source_contract_sha256"":""c268006842028389446cbe2236a760e12bab6a9e79fc71b1b9ef587a77fda046"",""declaration_source_contracts_sha256"":""02d1afaf1de69a1a8b29d3e7cb77c522577ba7cbd1fcaa4d003aa96ec85a4cca"",""endpoint"":""classification_logits"",""endpoint_contract_hash"":""3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28"",""reason"":""single_finite_multiclass_tensor"",""schema"":""onnx-splitpoint/runtime-output-endpoint-attestation"",""schema_version"":3,""stage"":""classification_logits"",""status"":""passed""}",classification_logits,classification_logits,3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,"{""attested"":true,""class_count"":1000,""declaration_source_contract_sha256"":""c268006842028389446cbe2236a760e12bab6a9e79fc71b1b9ef587a77fda046"",""declaration_source_contracts_sha256"":""02d1afaf1de69a1a8b29d3e7cb77c522577ba7cbd1fcaa4d003aa96ec85a4cca"",""endpoint"":""classification_logits"",""endpoint_contract_hash"":""3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28"",""reason"":""single_finite_multiclass_tensor"",""schema"":""onnx-splitpoint/runtime-output-endpoint-attestation"",""schema_version"":3,""stage"":""classification_logits"",""status"":""passed""}",full,full,native_full_tensorrt,native_full_baseline,native_full_baseline,native_full,orin_nx_hailo8_01,hailo8,uint8_dequant_fp16,fp16,native_full_tensorrt,ok,True,589.63,589.63,native_summary.fps_median,589.63,588.585,589.982,3,3,3,complete,median_with_deterministic_percentile_bootstrap_ci95,fresh_process_per_repetition,True,median_of_independent_repetitions,False,1.73305259,1.73305259,1.73305259,1.73265403,1.73744857,1.73291,1.7391429999999999,request_end_to_end_trtexec,,1.6959788341841493,1.6959788341841493,589.63,1.6959788341841493,589.63,paper_fps,,claim_ok,True,True,True,pass,endpoint_contract_complete,True,passed,classification_top1_self_reference_match,classification_top1_self_reference,top1_match,1.0,1.0,,,classification_top1_exact_v1,True,pass,task_quality_passed,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,classification:classification_logits:3af2122851f19c5bf2b16b9c3ef78a6ba11452db33ff8fb915b76e3461bbcb28,True,True,"[""resnet50"",""full"",""native_full_baseline"",""orin_nx_hailo8_01"",""hailo8""]",True,unavailable,full_task_pipeline,True,native_full_non_detection_explicit_input_contract,classification_logits,1,,False,,False,False,False,not_required,explicit_host_postprocess_not_required,False,,,,False,False,,,{},,{},,,,,,,,,,,,not_required,True,True,True,True,False,True,True,False,screening_only,screening_only,screening_only,True,True,[],True,True,True,endpoint_contract_complete,False,False,[],/home/nx/native_fifo_evalsets/paper_comparison_resnet50_hailo8_full_native_energy_b500_20260827_105134/resnet50/benchmark_set/resources/validation/classification/val_by_wnid_n500_s20260710/images/n01443537/ILSVRC2012_val_00013623.JPEG,generic_validation_image_map,,True,development_or_screening,native_performance_matrix,/home/kmika/Models/EvaluationRuns/paper_comparison_resnet50_hailo8_full_native_energy_b500_20260827_105134/reports/native_stage_concise_summary.json,False,True,True,eligible,[],False,development_or_screening,native_development_observation_requires_final_protocol_admission
