backend,case_id,contract_comparison_conflicts,decomposition_source,full_onnx_AP50,full_onnx_AP75,full_onnx_COCO_AP_50_95,full_onnx_Top1,full_onnx_Top5,model,reference_identity,setup_id,split_AP50,split_AP75,split_COCO_AP_50_95,split_Top1,split_Top5,split_extra_loss_AP50,split_extra_loss_AP75,split_extra_loss_COCO_AP_50_95,split_extra_loss_Top1,split_extra_loss_Top5,status,task,total_split_loss_AP50,total_split_loss_AP75,total_split_loss_COCO_AP_50_95,total_split_loss_Top1,total_split_loss_Top5,vendor_full_AP50,vendor_full_AP75,vendor_full_COCO_AP_50_95,vendor_full_Top1,vendor_full_Top5,vendor_loss_AP50,vendor_loss_AP75,vendor_loss_COCO_AP_50_95,vendor_loss_Top1,vendor_loss_Top5
tensorrt,b020,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b022,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b027,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b042,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b052,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b054,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b056,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b068,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b074,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b078,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b091,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b095,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b107,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b112,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b118,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
tensorrt,b119,[],paired_central_quality_results,,,,0.812,0.952,resnet50,0cdcb06d3774e2a7dd319ff1edbffe5b49432a8b7c8302ecc9ffaceea81a1ea1,orin_nx_deepx_m1_01,,,,0.812,0.952,,,,0.0,0.0,ok,classification,,,,0.0,0.0,,,,0.812,0.952,,,,0.0,0.0
deepx,b001,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5278080545753093,0.4511735335490343,0.40722766920993336,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
deepx,b002,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5274602498840725,0.44984216663691373,0.406738391373869,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
deepx,b005,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5293860126913774,0.4494757143946567,0.40704769300734905,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
deepx,b038,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5311122974675924,0.44894176573852196,0.40813959853045895,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
deepx,b042,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5275889717189982,0.44681873144858547,0.40477756438864454,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
deepx,b118,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5278239346634928,0.4492220020972856,0.40609095166377396,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
deepx,b148,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.528102480376711,0.4502922702801994,0.40740986147309927,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
deepx,b181,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5279848440559489,0.4433679661648993,0.4060748610325103,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
deepx,b221,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5334364709250703,0.45289277490043994,0.4097116216097378,,,,,,,,contract_incomparable,detection,,,,,,0.5309947824621997,0.4366680600689632,0.4013927141680281,,,,,,,
hailo10h,b001,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.5165111951714401,0.433541308048338,0.3965639200484804,,,0.04198047396275084,0.04352096086829027,0.04581561118705513,,,ok,detection,-0.013104800267679795,-0.018148031476700632,-0.01097088519463063,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo10h,b002,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.5194842723170572,0.4373997046234142,0.3973083953707857,,,0.04495355110836796,0.047379357443366465,0.04656008650936044,,,ok,detection,-0.010131723122062675,-0.014289634901624437,-0.010226409872325315,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo10h,b005,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.5261653805206908,0.4420423803832566,0.40235007343730783,,,0.05163465931200162,0.05202203320320886,0.05160176457588256,,,ok,detection,-0.003450614918429018,-0.009646959141782041,-0.0051847318058032,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo10h,b038,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.5254240886262148,0.440900601522241,0.40031521927814306,,,0.05089336741752559,0.05088025434219323,0.04956691041671779,,,ok,detection,-0.004191906812905044,-0.010788738002797671,-0.007219585964967967,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo10h,b042,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.5231605918248101,0.4411561883063895,0.40079880626263603,,,0.048629870616120896,0.05113584112634173,0.05005049740121076,,,ok,detection,-0.00645540361430974,-0.010533151218649173,-0.006735998980475,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo10h,b118,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.5208479185026176,0.43944588876928725,0.39781783257830095,,,0.04631719729392836,0.04942554158923951,0.04706952371687567,,,ok,detection,-0.008768076936502278,-0.012243450755751395,-0.009716972664810086,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo10h,b148,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.5124359207762644,0.4308227124338103,0.39185111155954766,,,0.03790519956757521,0.040802365253762574,0.04110280269812239,,,ok,detection,-0.017180074662855427,-0.02086662709122833,-0.01568369368356337,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo10h,b181,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.5133973464959919,0.42966013760259836,0.39103153830892085,,,0.03886662528730267,0.039639790422550614,0.04028322944749557,,,ok,detection,-0.016218648943127967,-0.02202920192244029,-0.016503266934190186,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo10h,b221,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo10_01,0.49700108009141564,0.3920228093659671,0.36550578412175694,,,0.022470358882726416,0.0020024621859193736,0.014757475260331665,,,ok,detection,-0.03261491534770422,-0.05966653015907153,-0.04202902112135409,,,0.4745307212086892,0.39002034718004774,0.3507483088614253,,,-0.055085274230430636,-0.0616689923449909,-0.05678649638168576,,
hailo8,b001,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.5161325487833801,0.4344989699523637,0.39660148559424024,,,0.07613498235840599,0.06557051513602236,0.067032193284076,,,ok,detection,-0.01348344665573975,-0.017190369572674946,-0.010933319648870787,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
hailo8,b002,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.5214563665468946,0.4376255718732972,0.39757145604404553,,,0.08145880012192053,0.06869711705695586,0.0680021637338813,,,ok,detection,-0.008159628892225212,-0.014063767651741443,-0.009963349199065497,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
hailo8,b005,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.5226551892364969,0.4423295450572035,0.39953693251973843,,,0.08265762281152278,0.07340109024086217,0.06996764020957419,,,ok,detection,-0.00696080620262296,-0.009359794467835136,-0.007997872723372601,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
hailo8,b038,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.5214031663050156,0.4413430925237365,0.3987847275624402,,,0.08140559988004148,0.07241463770739515,0.06921543525227597,,,ok,detection,-0.00821282913410426,-0.010346247001302156,-0.00875007768067082,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
hailo8,b042,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.5204371919099352,0.43884039558839083,0.39763046905887084,,,0.08043962548496109,0.06991194077204949,0.0680611767487066,,,ok,detection,-0.009178803529184654,-0.012848943936647816,-0.009904336184240192,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
hailo8,b118,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.5218701109474544,0.44252249484900197,0.3997995000321529,,,0.08187254452248027,0.07359404003266062,0.07023020772198868,,,ok,detection,-0.007745884491665467,-0.009166844676036678,-0.00773530521095811,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
hailo8,b148,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.5195812475969002,0.4381437876455411,0.39647000007446637,,,0.07958368117192605,0.06921533282919978,0.06690070776430213,,,ok,detection,-0.010034747842219693,-0.01354555187949752,-0.011064805168644665,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
hailo8,b181,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.5169565832924725,0.435303218391641,0.3948902006104294,,,0.0769590168674984,0.06637476357529964,0.06532090830026516,,,ok,detection,-0.012659412146647342,-0.016386121133397658,-0.012644604632681633,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
hailo8,b221,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_hailo8_01,0.48491411262219497,0.38019394561611486,0.35789463885672534,,,0.04491654619722085,0.011265490799773514,0.028325346546561103,,,ok,detection,-0.04470188281692489,-0.07149539390892379,-0.04964016638638569,,,0.4399975664249741,0.36892845481634134,0.32956929231016424,,,-0.08961842901414574,-0.0827608847086973,-0.07796551293294679,,
tensorrt,b001,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5302260590256145,0.4511745951295194,0.4083515860652551,,,-0.0007905375655040681,-0.0003140520415093606,-0.0002230935369728071,,,ok,detection,0.0006100635864946247,-0.0005147443955192399,0.000816780822144092,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
tensorrt,b002,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5307475994128993,0.45124152213113733,0.40847637568174006,,,-0.0002689971782192657,-0.0002471250398914382,-9.83039204878744e-05,,,ok,detection,0.001131603973779427,-0.0004478173939013175,0.0009415704386290247,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
tensorrt,b005,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5307475994128993,0.45124152213113733,0.40847637568174006,,,-0.0002689971782192657,-0.0002471250398914382,-9.83039204878744e-05,,,ok,detection,0.001131603973779427,-0.0004478173939013175,0.0009415704386290247,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
tensorrt,b038,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5303123568728714,0.4514043356559359,0.40844047505931824,,,-0.0007042397182471793,-8.431151509286083e-05,-0.0001342045429096883,,,ok,detection,0.0006963614337515134,-0.0002850038691027401,0.0009056698162072108,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
tensorrt,b042,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5308613694245272,0.4523796795323344,0.40858832738212414,,,-0.00015522716659133184,0.0008910323613056104,1.364777989620869e-05,,,ok,detection,0.0012453739854073609,0.0006903400072957311,0.0010535221390131078,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
tensorrt,b118,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5308613694245272,0.4523796795323344,0.40858832738212414,,,-0.00015522716659133184,0.0008910323613056104,1.364777989620869e-05,,,ok,detection,0.0012453739854073609,0.0006903400072957311,0.0010535221390131078,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
tensorrt,b148,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5303123568728714,0.4514043356559359,0.40844047505931824,,,-0.0007042397182471793,-8.431151509286083e-05,-0.0001342045429096883,,,ok,detection,0.0006963614337515134,-0.0002850038691027401,0.0009056698162072108,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
tensorrt,b181,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5306144403791664,0.45245394619679685,0.4088287719843291,,,-0.0004021562119521649,0.0009652990257680849,0.0002540923821011676,,,ok,detection,0.0009984449400465278,0.0007646066717582056,0.0012939667412180667,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
tensorrt,b221,[],paired_central_quality_results,0.5296159954391199,0.45168933952503865,0.40753480524311103,,,yolo26s,7268eb37e7d4538509756babb5fa4d0fac14dded7969fe99648c4643a80f924f,orin_nx_deepx_m1_01,0.5307475994128993,0.45124152213113733,0.4084762956042276,,,-0.0002689971782192657,-0.0002471250398914382,-9.838399800032871e-05,,,ok,detection,0.001131603973779427,-0.0004478173939013175,0.0009414903611165704,,,0.5310165965911186,0.45148864717102877,0.40857467960222793,,,0.0014006011519986927,-0.00020069235400987928,0.001039874359116899,,
deepx,b001,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,yolov7_paper,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,orin_nx_deepx_m1_01,0.6106216241006214,0.4973688519937863,0.4610581982409637,,,,,,,,contract_incomparable,detection,,,,,,0.6053738276649377,0.4928043056445399,0.45629326666562375,,,,,,,
deepx,b002,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,yolov7_paper,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,orin_nx_deepx_m1_01,0.6105616969010322,0.4974397724365244,0.46109539502318764,,,,,,,,contract_incomparable,detection,,,,,,0.6053738276649377,0.4928043056445399,0.45629326666562375,,,,,,,
deepx,b013,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,yolov7_paper,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,orin_nx_deepx_m1_01,0.6084092909543969,0.49760622090964324,0.45995121158502705,,,,,,,,contract_incomparable,detection,,,,,,0.6053738276649377,0.4928043056445399,0.45629326666562375,,,,,,,
deepx,b044,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,yolov7_paper,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,orin_nx_deepx_m1_01,0.609906553287096,0.4979801197619279,0.46017623651929485,,,,,,,,contract_incomparable,detection,,,,,,0.6053738276649377,0.4928043056445399,0.45629326666562375,,,,,,,
deepx,b049,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,yolov7_paper,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,orin_nx_deepx_m1_01,0.6087115520334775,0.4982944742435276,0.45958521365861194,,,,,,,,contract_incomparable,detection,,,,,,0.6053738276649377,0.4928043056445399,0.45629326666562375,,,,,,,
deepx,b065,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,yolov7_paper,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,orin_nx_deepx_m1_01,0.6082193461624851,0.49735149235307874,0.4588639991570007,,,,,,,,contract_incomparable,detection,,,,,,0.6053738276649377,0.4928043056445399,0.45629326666562375,,,,,,,
deepx,b088,"['decoder_contract_sha256_mismatch', 'nms_contract_sha256_mismatch']",paired_central_quality_results,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,yolov7_paper,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,orin_nx_deepx_m1_01,0.6084509353310165,0.49749994524339625,0.4591462479168456,,,,,,,,contract_incomparable,detection,,,,,,0.6053738276649377,0.4928043056445399,0.45629326666562375,,,,,,,
