backend,bootstrap_skipped_reason_AP50,bootstrap_skipped_reason_AP75,bootstrap_skipped_reason_COCO_AP_50_95,bootstrap_skipped_reason_Top1,bootstrap_skipped_reason_Top5,case_id,decision_AP50,decision_AP75,decision_COCO_AP_50_95,decision_Top1,decision_Top5,delta_vs_full_onnx_AP50,delta_vs_full_onnx_AP75,delta_vs_full_onnx_COCO_AP_50_95,delta_vs_full_onnx_Top1,delta_vs_full_onnx_Top5,model,reference_AP50,reference_AP75,reference_COCO_AP_50_95,reference_Top1,reference_Top5,reference_comparison_source,reference_identity,row_AP50,row_AP75,row_COCO_AP_50_95,row_Top1,row_Top5,setup_id,status,task,variant
deepx,,,,,,b262,pass,pass,pass,,,0.011308797605630971,0.007306012675387441,0.007347211544401877,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6086718207206763,0.4958358801163659,0.4593660031972305,,,orin_nx_deepx_m1_01,ok,detection,split
deepx,,,,,,b270,pass,pass,pass,,,0.01090935046720043,0.00703260495816127,0.006999708628881274,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6082723735822457,0.49556247239913975,0.4590185002817099,,,orin_nx_deepx_m1_01,ok,detection,split
deepx,,,,,,b306,pass,pass,pass,,,0.012953608708068942,0.010724394657824265,0.008735764505397037,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6103166318231142,0.49925426209880275,0.46075455615822564,,,orin_nx_deepx_m1_01,ok,detection,split
deepx,,,,,,b307,pass,pass,pass,,,0.012592076381096828,0.009884499264235513,0.008536468624589233,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6099550994961421,0.498414366705214,0.46055526027741783,,,orin_nx_deepx_m1_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b306,pass,fail,fail,,,0.012423522969578826,-0.016890858246548346,-0.031878303041460276,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6097865460846241,0.47163900919443014,0.4201404886113683,,,orin_nx_hailo10_01,ok,detection,vendor_full
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b001,fail,fail,fail,,,-0.4687736095713063,-0.38281339975534984,-0.35289840020193247,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.12858941354373896,0.10571646768562863,0.09912039145089613,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b002,pass,pass,pass,,,0.009959007532216013,0.009292129181915576,0.006852824897274901,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6073220306472613,0.49782199662289406,0.4588716165501035,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b013,pass,pass,pass,,,0.008443091381894585,0.006135805854850462,0.005610459718742522,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6058061144969399,0.49466567329582894,0.4576292513715711,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b044,pass,pass,pass,,,0.010905032992215569,0.005918094095322124,0.005694594567752287,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6082680561072609,0.4944479615363006,0.4577133862205809,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b049,fail,fail,fail,,,-0.026938685562719722,-0.021154261256872364,-0.024711160715392755,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5704243375523256,0.4673756061841061,0.42730763093743585,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b065,fail,fail,fail,,,-0.5973630231150453,-0.4885298674409785,-0.4520187916528286,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.0,0.0,0.0,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b088,fail,fail,fail,,,-0.13360635437956525,-0.12037513139888206,-0.10959346858111418,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.46375666873548005,0.3681547360420964,0.3424253230717144,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b092,pass,pass,pass,,,0.011397105414826192,0.007696883350905792,0.006340869660443171,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6087601285298715,0.4962267507918843,0.45835966131327177,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b114,fail,pass,fail,,,-0.010923156789550026,-0.005171527992011926,-0.008907917503654883,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5864398663254953,0.48335833944896656,0.4431108741491737,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b134,pass,pass,pass,,,0.012886072398338722,0.009934286243918566,0.007599402056675086,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.610249095513384,0.49846415368489705,0.4596181937095037,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b155,pass,pass,pass,,,0.010048391066934226,0.007701497069458607,0.006016069261154389,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6074114141819795,0.4962313645104371,0.458034860913983,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b165,pass,pass,pass,,,0.010749980403423898,0.0072215882212956495,0.005851677816895939,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6081130035184692,0.49575145566227413,0.45787046946972454,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b186,pass,pass,pass,,,0.003075163551412685,0.0010185456198483211,0.0015582112382894198,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.600438186666458,0.4895484130608268,0.453577002891118,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b189,pass,pass,pass,,,0.012908395733868816,0.006789712888179422,0.0057764729228572675,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6102714188489141,0.4953195803291579,0.45779526457568587,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b222,pass,pass,pass,,,0.014030866247445206,0.010640958250306642,0.007063028338724908,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6113938893624905,0.4991708256912851,0.4590818199915535,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b228,fail,fail,fail,,,-0.04663989027722337,-0.027171354904992118,-0.027071430575987765,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5507231328378219,0.46135851253598636,0.42494736107684083,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,,,,,,b262,pass,pass,pass,,,0.014977967941967596,0.006942500671980489,0.007322407955866361,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6123409910570129,0.49547236811295897,0.45934119960869496,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b270,fail,fail,fail,,,-0.0843994967750098,-0.07445918489063141,-0.06964179015686128,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5129635263400355,0.41407068255034707,0.3823770014959673,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b306,pass,pass,fail,,,0.013373676180323368,0.003022580835415012,-0.010649687512685524,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6107366992953687,0.4915524482763935,0.4413691041401431,,,orin_nx_hailo10_01,ok,detection,split
hailo10h,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b307,fail,fail,fail,,,-0.2807401575778448,-0.22595743929738488,-0.21241485637378799,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.3166228655372005,0.2625724281435936,0.23960393527904061,,,orin_nx_hailo10_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b306,pass,fail,fail,,,0.0002846130252918133,-0.02124133356985186,-0.03723541125000479,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5976476361403371,0.4672885338711266,0.4147833804028238,,,orin_nx_hailo8_01,ok,detection,vendor_full
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b001,fail,fail,fail,,,-0.4687736095713063,-0.38281339975534984,-0.35289840020193247,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.12858941354373896,0.10571646768562863,0.09912039145089613,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b002,pass,pass,pass,,,0.009758829146549908,0.008849893718736623,0.006712614724707688,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6071218522615952,0.4973797611597151,0.4587314063775363,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b013,pass,pass,pass,,,0.008764604023556388,0.007901509417829522,0.006050166975070603,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6061276271386017,0.496431376858808,0.4580689586278992,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b044,pass,pass,pass,,,0.009693838226249363,0.008835691871988294,0.007548926274043244,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6070568613412947,0.4973655593129668,0.45956771792687184,,,orin_nx_hailo8_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b049,fail,fail,fail,,,-0.028999066247724636,-0.021634080996829175,-0.025216711810467196,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5683639568673207,0.4668957864441493,0.4268020798423614,,,orin_nx_hailo8_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b065,fail,fail,fail,,,-0.5973630231150453,-0.4885298674409785,-0.4520187916528286,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.0,0.0,0.0,,,orin_nx_hailo8_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b088,fail,fail,fail,,,-0.1563937079161405,-0.1354662199163496,-0.12225062144505289,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.4409693151989048,0.3530636475246289,0.3297681702077757,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b092,pass,pass,pass,,,0.004468100517988294,0.006645189085514203,0.004596532168475331,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6018311236330336,0.4951750565264927,0.45661532382130393,,,orin_nx_hailo8_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b114,fail,pass,fail,,,-0.01675417819383107,-0.008805641170480438,-0.011091496174149895,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5806088449212142,0.47972422627049804,0.4409272954786787,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b134,pass,pass,pass,,,0.006913161974879789,0.008960154482928806,0.005741263240999939,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6042761850899251,0.4974900219239073,0.45776005489382854,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b155,pass,pass,pass,,,0.007789198897483973,0.010959514612239707,0.007155422013492785,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6051522220125293,0.4994893820532182,0.4591742136663214,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b165,pass,pass,pass,,,0.00765001056992487,0.011402512889466088,0.007606183103387121,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6050130336849702,0.49993238033044457,0.4596249747562157,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b186,inconclusive,pass,inconclusive,,,-0.00240370214612462,0.002219692840803311,-3.134013047573214e-05,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5949593209689207,0.4907495602817818,0.45198745152235287,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b189,pass,pass,pass,,,0.006902106331274083,0.012039319923756175,0.006837961982778862,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6042651294463194,0.5005691873647347,0.45885675363560746,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b222,pass,pass,pass,,,0.004895068963270521,0.007131748830918105,0.005966729402846427,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6022580920783158,0.4956616162718966,0.457985521055675,,,orin_nx_hailo8_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b228,fail,fail,fail,,,-0.04813934601658931,-0.029018664476231137,-0.027227277600824273,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.549223677098456,0.45951120296474735,0.4247915140520043,,,orin_nx_hailo8_01,ok,detection,split
hailo8,,,,,,b262,pass,pass,pass,,,0.010150479907077736,0.013659189661761939,0.00808113385992365,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.607513503022123,0.5021890571027404,0.46009992551275225,,,orin_nx_hailo8_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b270,fail,fail,fail,,,-0.08606468207378049,-0.07713888539001357,-0.07094550401769989,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.5112983410412648,0.4113909820509649,0.3810732876351287,,,orin_nx_hailo8_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b306,pass,pass,fail,,,0.012071359288500783,0.0029889432639621516,-0.010608777983095563,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6094343824035461,0.49151881070494063,0.44141001366973304,,,orin_nx_hailo8_01,ok,detection,split
hailo8,point_estimate_below_non_inferiority_margin,point_estimate_below_non_inferiority_margin,,,,b307,fail,fail,fail,,,-0.26849074509252135,-0.21671500497498775,-0.20396338664278957,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.32887227802252395,0.27181486246599074,0.24805540501003903,,,orin_nx_hailo8_01,ok,detection,split
tensorrt,,,,,,full,pass,pass,pass,,,0.01280948177422625,0.010109501044348934,0.009080979740708206,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6101725048892715,0.4986393684853274,0.4610997713935368,,,orin_nx_deepx_m1_01,ok,detection,vendor_full
tensorrt,,,,,,full,pass,pass,pass,,,0.012768770868677892,0.00999410644837534,0.009153877477447392,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6101317939837232,0.4985239738893538,0.461172669130276,,,orin_nx_hailo10_01,ok,detection,vendor_full
tensorrt,,,,,,full,pass,pass,pass,,,0.012824724972395618,0.009981260504020262,0.009112014674885871,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6101877480874409,0.49851112794499874,0.46113080632771447,,,orin_nx_hailo8_01,ok,detection,vendor_full
tensorrt,,,,,,b001,pass,pass,pass,,,0.011369155406361742,0.009768610303797276,0.008499513469950093,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.608732178521407,0.49829847774477576,0.4605183051227787,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b002,pass,pass,pass,,,0.012497876754196557,0.010465819455019343,0.009162776486782154,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6098608998692419,0.4989956868959978,0.46118156813961075,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b013,pass,pass,pass,,,0.012639846468325944,0.009998121068324206,0.009113736476306589,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6100028695833712,0.4985279885093027,0.4611325281291352,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b044,pass,pass,pass,,,0.013106527577827487,0.010264495155303754,0.009256261453807146,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6104695506928728,0.49879436259628224,0.46127505310663575,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b049,pass,pass,pass,,,0.012665992285503025,0.009798108111366222,0.008939641456091996,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6100290154005483,0.4983279755523447,0.4609584331089206,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b065,pass,pass,pass,,,0.012786502682484047,0.010100118096659727,0.008981672386353001,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6101495257975293,0.4986299855376382,0.4610004640391816,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b088,pass,pass,pass,,,0.012719320295618397,0.010060271454772174,0.009008148193064336,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6100823434106637,0.49859013889575066,0.46102693984589294,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b092,pass,pass,pass,,,0.012755257606801518,0.009734762113283224,0.009125727960507923,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6101182807218468,0.4982646295542617,0.4611445196133365,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b114,pass,pass,pass,,,0.012682652938188932,0.0099735294275059,0.009095604328051399,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6100456760532342,0.4985033968684844,0.46111439598088,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b134,pass,pass,pass,,,0.012644332920265677,0.010045069817564256,0.009101060976338837,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.610007356035311,0.49857493725854274,0.46111985262916744,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b155,pass,pass,pass,,,0.012777512125892287,0.00993938417275353,0.009059934106812217,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6101405352409376,0.498469251613732,0.4610787257596408,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b165,pass,pass,pass,,,0.012461340552804567,0.009799420306145612,0.008870111151533966,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6098243636678499,0.4983292877471241,0.46088890280436257,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b186,pass,pass,pass,,,0.012510142176605732,0.009605252396057196,0.008775585407833741,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.609873165291651,0.4981351198370357,0.46079437706066234,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b189,pass,pass,pass,,,0.012684548926530592,0.00994108242194841,0.00892280870338552,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6100475720415759,0.4984709498629269,0.4609416003562141,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b222,pass,pass,pass,,,0.012565001893309113,0.00966665042140108,0.008760401550219399,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6099280250083544,0.49819651786237956,0.460779193203048,,,orin_nx_deepx_m1_01,ok,detection,split
tensorrt,,,,,,b228,pass,pass,pass,,,0.012502144059479914,0.009724287330956705,0.008883028317076935,,,yolov7_paper,0.5973630231150453,0.4885298674409785,0.4520187916528286,,,paired_central_quality_result,76503dff180bac5ef2b081b3c07b58d2cc0d3ad8a941cbda391b6f2637717a1b,0.6098651671745252,0.4982541547719352,0.46090181996990554,,,orin_nx_deepx_m1_01,ok,detection,split
