model_id,hardware_smoke_status,hardware_verified,hailo_runtime_verified,hailo_full_runtime_verified,hailo_composed_runtime_verified,measured_hardware_result_count,runtime_ok_hardware_result_count,hailo_result_count,hailo_runtime_ok_result_count,hailo_full_runtime_ok_result_count,hailo_composed_runtime_ok_result_count,remote_result_count,hailo_artifact_status,hailo_detected_hef_count,hailo_pending_full_baselines,hailo_pending_case_hefs,remote_status,remote_reason
resnet50,hardware_verified,True,True,True,False,4,4,2,2,2,0,1,ready_from_reuse,1,0,0,completed_from_runtime_evidence,
