manual_relative_path	family	classification	selected	run_dirs	valid_runs	valid_parquets	valid_parquet_bytes	small_or_bad_parquets	positive_summary_files	explicit_failure_files	copied_files	copied_bytes	reason
orin_nx_hailo8_01/native_hailo8_to_trt_resnet50_b052/20260712_103656	-	REVIEW_VALID_UNCURATED	False	3	3	3	2240039	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_hailo8_to_trt_resnet50_b052/20260716_210238	-	REVIEW_VALID_UNCURATED	False	3	3	3	2118903	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_hailo8_to_trt_resnet50_b052/20260717_074843	-	REVIEW_VALID_UNCURATED	False	3	3	3	2118967	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_hailo8_to_trt_resnet50_b052_orin_nx_hailo8_01/20260717_182931	-	REVIEW_VALID_UNCURATED	False	3	3	3	2118983	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_hailo8_to_trt_resnet50_b082/20260702_041231	-	REVIEW_VALID_UNCURATED	False	3	3	3	2256215	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b036/20260702_041610	-	REVIEW_VALID_UNCURATED	False	3	3	3	2295377	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260702_041949	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2296329	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260702_101642	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2297117	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260703_002816	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2245019	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260703_142303	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2244959	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260707_194304	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2244783	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260708_232114	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2245259	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260709_123024	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2245091	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260710_005315	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2284729	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260710_005654	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2284469	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260710_155656	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2273953	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260710_160035	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2273953	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260711_003249	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2274113	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260711_003628	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2276481	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260712_104035	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2284525	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260712_104415	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2284541	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260716_210616	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2279137	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038/20260717_075221	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2276601	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038_orin_nx_hailo8_01/20260717_183310	yolo26s_b038_hailo8_native	AUTO_INCLUDE_BEST_KNOWN_FAMILY	True	3	3	3	2276485	0	5	0	34	2359808	3 run(s) with nontrivial Parquet and positive energy; highest-scoring complete package for family
orin_nx_hailo8_01/native_hailo8_to_trt_yolo26s_b038_orin_nx_hailo8_01/20260718_072522	yolo26s_b038_hailo8_native	SUPERSEDED_VALID_KNOWN_FAMILY	False	1	1	1	764223	0	3	0	0	0	1 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/native_native_full_hailo8_resnet50_full/20260703_003913	-	REVIEW_VALID_UNCURATED	False	3	3	3	2175347	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_resnet50_full/20260703_144117	-	REVIEW_VALID_UNCURATED	False	3	3	3	2175227	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_resnet50_full/20260707_200120	-	REVIEW_VALID_UNCURATED	False	3	3	3	2175443	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_resnet50_full/20260708_233930	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176739	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_resnet50_full/20260709_124841	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176647	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_resnet50_full/20260710_011510	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176923	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_resnet50_full/20260710_161850	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176755	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_resnet50_full/20260711_005444	-	REVIEW_VALID_UNCURATED	False	3	3	3	2175439	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full/20260703_004252	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176319	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full/20260703_144454	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176383	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full/20260707_200500	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176335	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full/20260708_234308	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176419	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full/20260709_125220	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176299	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full/20260710_011849	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176687	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full/20260710_162229	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176603	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full/20260711_005823	-	REVIEW_VALID_UNCURATED	False	3	3	3	2176519	0	5	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_hailo8_yolo26s_full_orin_nx_hailo8_01/20260718_072635	-	REVIEW_VALID_UNCURATED	False	1	1	1	722537	0	3	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/native_native_full_tensorrt_yolo26s_full_orin_nx_hailo8_01/20260718_072748	-	REVIEW_VALID_UNCURATED	False	1	1	1	746595	0	3	0	0	0	valid measurement evidence, but not one of the five preselected families
orin_nx_hailo8_01/yolov7_b066_native_fifo/20260626_140906	yolov7_b066_native_fifo	REJECT_FAILED_OR_EMPTY	False	0	0	0	0	0	0	1	0	0	no valid raw trace plus positive energy result
orin_nx_hailo8_01/yolov7_b066_native_fifo/20260626_142326	yolov7_b066_native_fifo	SUPERSEDED_VALID_KNOWN_FAMILY	False	3	3	3	2333713	0	5	0	0	0	3 run(s) with nontrivial Parquet and positive energy; a stronger package of the same family was selected
orin_nx_hailo8_01/yolov7_b066_native_fifo/20260626_160032	yolov7_b066_native_fifo	AUTO_INCLUDE_BEST_KNOWN_FAMILY	True	3	3	3	2168081	0	5	0	34	2234900	3 run(s) with nontrivial Parquet and positive energy; highest-scoring complete package for family
